Name: g3040, 3362, nor
Name: g3039, 3361, nor
Name: g3038, 3360, nand
Name: g3036, 3358, nand
Name: g3035, 3357, nand
Name: g3034, 3356, nand
Name: g3031, 3353, dff
Name: g3030, 3352, dff
Name: g3026, 3348, xnor
Name: g3023, 3345, nor
Name: g3021, 3343, or
Name: g3018, 3340, or
Name: g3017, 3339, or
Name: g3016, 3338, nand
Name: g3015, 3337, dff
Name: g3014, 3336, nor
Name: g3012, 3334, nand
Name: g3010, 3332, nand
Name: g3008, 3330, nor
Name: g3006, 3328, nand
Name: g3004, 3326, nor
Name: g3002, 3324, nand
Name: g3000, 3322, or
Name: g2999, 3321, nand
Name: g2998, 3320, nand
Name: g2996, 3318, or
Name: g2995, 3317, or
Name: g2994, 3316, nand
Name: g2993, 3315, xnor
Name: g2992, 3314, nand
Name: g2991, 3313, or
Name: g2989, 3311, nor
Name: g2987, 3309, dff
Name: g2985, 3307, xnor
Name: g2984, 3306, dff
Name: g2983, 3305, nand
Name: g2980, 3302, nand
Name: g2978, 3300, dff
Name: g2977, 3299, nand
Name: g2975, 3297, nor
Name: g2974, 3296, not
Name: g2973, 3295, nand
Name: g2970, 3292, not
Name: g2968, 3290, xnor
Name: g2965, 3287, nor
Name: g2964, 3286, nor
Name: g2962, 3284, nand
Name: g2957, 3279, nand
Name: g2954, 3276, or
Name: g2953, 3275, xnor
Name: g2952, 3274, dff
Name: g2949, 3271, dff
Name: g2946, 3268, nand
Name: g2945, 3267, nand
Name: g2944, 3266, xnor
Name: g2941, 3263, or
Name: g2940, 3262, or
Name: g2939, 3261, nand
Name: g2937, 3259, dff
Name: g2935, 3257, nand
Name: g2934, 3256, nand
Name: g2931, 3253, nor
Name: g2929, 3251, nand
Name: g2926, 3248, nand
Name: g2925, 3247, nand
Name: g2924, 3246, or
Name: g2920, 3242, nand
Name: g2917, 3239, nand
Name: g2916, 3238, nor
Name: g2914, 3236, nand
Name: g2912, 3234, nor
Name: g2911, 3233, not
Name: g2909, 3231, or
Name: g2908, 3230, dff
Name: g2907, 3229, nor
Name: g3013, 3335, nand
Name: g2900, 3222, nand
Name: g2899, 3221, nor
Name: g2981, 3303, or
Name: g2897, 3219, nand
Name: g2893, 3215, nand
Name: g2891, 3213, dff
Name: g2890, 3212, dff
Name: g2889, 3211, nand
Name: g2888, 3210, nand
Name: g2886, 3208, nor
Name: g2885, 3207, or
Name: g2883, 3205, nand
Name: g2881, 3203, or
Name: g2880, 3202, nand
Name: g2879, 3201, xnor
Name: g2874, 3196, nand
Name: g2872, 3194, nand
Name: g2871, 3193, nor
Name: g2870, 3192, nand
Name: g2869, 3191, or
Name: g2866, 3188, nand
Name: g2864, 3186, nor
Name: g2861, 3183, nand
Name: g2860, 3182, nor
Name: g2859, 3181, dff
Name: g2858, 3180, dff
Name: g2857, 3179, not
Name: g2856, 3178, nand
Name: g2855, 3177, or
Name: g2854, 3176, or
Name: g2850, 3172, nor
Name: g2848, 3170, nor
Name: g2846, 3168, nand
Name: g2843, 3165, nand
Name: g2842, 3164, dff
Name: g2840, 3162, xnor
Name: g2837, 3159, nand
Name: g2834, 3156, xnor
Name: g2832, 3154, nand
Name: g2829, 3151, nand
Name: g2827, 3149, nor
Name: g2824, 3146, or
Name: g2822, 3144, xnor
Name: g2821, 3143, nor
Name: g2820, 3142, nand
Name: g2817, 3139, nand
Name: g2816, 3138, nand
Name: g2814, 3136, not
Name: g2811, 3133, or
Name: g2808, 3130, nor
Name: g2841, 3163, nand
Name: g2807, 3129, nand
Name: g2805, 3127, nand
Name: g2804, 3126, nand
Name: g2803, 3125, not
Name: g2802, 3124, nand
Name: g2799, 3121, nor
Name: g2798, 3120, nand
Name: g2797, 3119, or
Name: g2794, 3116, nor
Name: g2887, 3209, xnor
Name: g2793, 3115, nor
Name: g2792, 3114, or
Name: g2788, 3110, nand
Name: g2787, 3109, dff
Name: g2786, 3108, nand
Name: g2785, 3107, nand
Name: g2784, 3106, nand
Name: g2783, 3105, nor
Name: g2782, 3104, nor
Name: g2780, 3102, nand
Name: g2779, 3101, nand
Name: g2777, 3099, nor
Name: g2775, 3097, nor
Name: g2862, 3184, dff
Name: g2774, 3096, nand
Name: g2773, 3095, nand
Name: g2772, 3094, nor
Name: g2770, 3092, nand
Name: g2769, 3091, not
Name: g2766, 3088, nor
Name: g2764, 3086, nand
Name: g2763, 3085, nand
Name: g2762, 3084, or
Name: g2760, 3082, nand
Name: g3025, 3347, nand
Name: g2759, 3081, nand
Name: g2758, 3080, nand
Name: g2757, 3079, xnor
Name: g2756, 3078, nor
Name: g2754, 3076, or
Name: g2753, 3075, xnor
Name: g2749, 3071, xnor
Name: g2746, 3068, nor
Name: g2745, 3067, nand
Name: g2744, 3066, nand
Name: g2743, 3065, or
Name: g2741, 3063, nand
Name: g2737, 3059, nand
Name: g2735, 3057, dff
Name: g2733, 3055, nand
Name: g2732, 3054, nand
Name: g2729, 3051, xor
Name: g2728, 3050, nand
Name: g2727, 3049, nand
Name: g2726, 3048, nor
Name: g2724, 3046, nor
Name: g2722, 3044, nor
Name: g2721, 3043, nand
Name: g2720, 3042, nand
Name: g2718, 3040, nand
Name: g2717, 3039, nand
Name: g2715, 3037, nor
