g428 -> g3040
g588 -> g3040
g792 -> g3039
g1071 -> g3039
g420 -> g3038
g1300 -> g3038
n2[15] -> g3036
g830 -> g3036
g812 -> g3035
g80 -> g3035
g1087 -> g3034
g80 -> g3034
n0 -> g3031
g2774 -> g3031
n0 -> g3030
g1269 -> g3030
g2576 -> g3026
g692 -> g3026
g2454 -> g3023
g1842 -> g3023
g2197 -> g3021
g1323 -> g3021
g1468 -> g3018
g2530 -> g3018
g888 -> g3017
g284 -> g3017
g82 -> g3016
g785 -> g3016
n0 -> g3015
g2103 -> g3015
g374 -> g3014
g698 -> g3014
g2142 -> g3012
g2645 -> g3012
g1203 -> g3010
g1263 -> g3010
g2517 -> g3008
g170 -> g3008
g1270 -> g3006
g1906 -> g3006
g1713 -> g3004
g557 -> g3004
g1889 -> g3002
g2050 -> g3002
g836 -> g3000
g2588 -> g3000
g2986 -> g2999
g542 -> g2999
g559 -> g2998
g806 -> g2998
g2288 -> g2996
g200 -> g2996
n2[84] -> g2995
g1478 -> g2995
g371 -> g2994
g1896 -> g2994
g2235 -> g2993
g627 -> g2993
g2997 -> g2992
g2926 -> g2992
n2[6] -> g2991
g2481 -> g2991
g839 -> g2989
g1742 -> g2989
n0 -> g2987
g2110 -> g2987
g216 -> g2985
g390 -> g2985
n0 -> g2984
g449 -> g2984
g2434 -> g2983
g2192 -> g2983
g1184 -> g2980
g850 -> g2980
n0 -> g2978
g1938 -> g2978
g427 -> g2977
g2457 -> g2977
g401 -> g2975
g2273 -> g2975
g50 -> g2974
g450 -> g2973
g1957 -> g2973
g1320 -> g2970
g110 -> g2968
g2354 -> g2968
g445 -> g2965
g1627 -> g2965
g1992 -> g2964
g2806 -> g2964
n2[121] -> g2962
g1580 -> g2962
g1810 -> g2957
g30 -> g2957
n2[24] -> g2954
g1740 -> g2954
g886 -> g2953
g1688 -> g2953
n0 -> g2952
g1311 -> g2952
n0 -> g2949
g350 -> g2949
n2[40] -> g2946
g1580 -> g2946
g836 -> g2945
g1068 -> g2945
g2145 -> g2944
g1725 -> g2944
g817 -> g2941
g1104 -> g2941
g1020 -> g2940
g1511 -> g2940
g1278 -> g2939
g2508 -> g2939
n0 -> g2937
g984 -> g2937
g2791 -> g2935
g767 -> g2935
g111 -> g2934
g2547 -> g2934
g1918 -> g2931
g441 -> g2931
n2[83] -> g2929
g1580 -> g2929
g614 -> g2926
g2 -> g2926
n2[12] -> g2925
g830 -> g2925
g317 -> g2924
g1284 -> g2924
g2463 -> g2920
g899 -> g2920
g1113 -> g2917
g2012 -> g2917
g2918 -> g2916
g1736 -> g2916
n2[37] -> g2914
g1580 -> g2914
g1255 -> g2912
g388 -> g2912
g1914 -> g2911
n2[53] -> g2909
g1875 -> g2909
n0 -> g2908
g1535 -> g2908
n1 -> g2907
g1683 -> g2907
n2[59] -> g3013
g1061 -> g3013
n2[70] -> g2900
g833 -> g2900
g1151 -> g2899
g184 -> g2899
g2755 -> g2981
g2231 -> g2981
g2663 -> g2897
g609 -> g2897
g2532 -> g2893
g1753 -> g2893
n0 -> g2891
g2347 -> g2891
n0 -> g2890
g710 -> g2890
g591 -> g2889
g1437 -> g2889
g951 -> g2888
g2521 -> g2888
g2042 -> g2886
g234 -> g2886
g1681 -> g2885
g1594 -> g2885
g2046 -> g2883
