id,name,LGFi,FFi,FFo,Pi,Po,Trojan_gate
0,n0,0,0,-1,0,2,0
1,n1,0,0,-1,0,2,0
2,n2[0],0,3,-1,0,18,0
3,n2[1],0,3,-1,0,20,0
4,n2[2],0,3,-1,0,20,0
5,n2[3],0,3,-1,0,22,0
6,n2[4],0,3,-1,0,22,0
7,n2[5],0,3,-1,0,23,0
8,n2[6],0,3,-1,0,22,0
9,n2[7],0,3,-1,0,22,0
10,n3[0],0,3,-1,0,18,0
11,n3[1],0,3,-1,0,17,0
12,n3[2],0,3,-1,0,20,0
13,n3[3],0,3,-1,0,19,0
14,n3[4],0,3,-1,0,22,0
15,n3[5],0,3,-1,0,21,0
16,n3[6],0,3,-1,0,22,0
17,n3[7],0,3,-1,0,21,0
18,n4[0],0,3,-1,0,18,0
19,n4[1],0,3,-1,0,17,0
20,n4[2],0,3,-1,0,20,0
21,n4[3],0,3,-1,0,19,0
22,n4[4],0,3,-1,0,21,0
23,n4[5],0,3,-1,0,21,0
24,n4[6],0,3,-1,0,21,0
25,n4[7],0,3,-1,0,21,0
26,n5[0],0,3,-1,0,17,0
27,n5[1],0,3,-1,0,17,0
28,n5[2],0,3,-1,0,19,0
29,n5[3],0,3,-1,0,19,0
30,n5[4],0,3,-1,0,16,0
31,n5[5],0,3,-1,0,16,0
32,n5[6],0,3,-1,0,17,0
33,n5[7],0,3,-1,0,17,0
34,n6[0],0,3,-1,0,18,0
35,n6[1],0,3,-1,0,17,0
36,n6[2],0,3,-1,0,20,0
37,n6[3],0,3,-1,0,19,0
38,n6[4],0,3,-1,0,17,0
39,n6[5],0,3,-1,0,17,0
40,n6[6],0,3,-1,0,18,0
41,n6[7],0,3,-1,0,18,0
42,n7[0],0,-1,0,0,-1,0
43,n7[1],0,-1,0,0,-1,0
44,n7[2],0,-1,0,0,-1,0
45,n7[3],0,-1,0,0,-1,0
46,n7[4],0,-1,0,0,-1,0
47,n7[5],0,-1,0,0,-1,0
48,n7[6],0,-1,0,0,-1,0
49,n7[7],0,-1,0,0,-1,0
50,n8[0],0,3,-1,0,14,0
51,n8[1],0,3,-1,0,14,0
52,n8[2],0,3,-1,0,15,0
53,n9[0],0,7,-1,0,10,0
54,n9[1],0,7,-1,0,10,0
55,n9[2],0,7,-1,0,10,0
56,n9[3],0,7,-1,0,10,0
57,n10[0],4,-1,1,2,0,0
58,n10[1],4,-1,1,2,0,0
59,n10[2],4,-1,1,2,0,0
60,n10[3],4,-1,1,2,0,0
61,n10[4],4,-1,1,2,0,0
62,n10[5],4,-1,1,2,0,0
63,n10[6],4,-1,1,2,0,0
64,n10[7],4,-1,1,2,0,0
65,n10[8],4,-1,1,2,0,0
66,n10[9],4,-1,1,2,0,0
67,n10[10],4,-1,1,2,0,0
68,n10[11],4,-1,1,2,0,0
69,n10[12],4,-1,1,2,0,0
70,n10[13],4,-1,1,2,0,0
71,n10[14],4,-1,1,2,0,0
72,n10[15],4,-1,1,2,0,0
73,n11[0],4,-1,1,2,0,0
74,n11[1],4,-1,1,2,0,0
75,n11[2],4,-1,1,2,0,0
76,n11[3],4,-1,1,2,0,0
77,n11[4],4,-1,1,2,0,0
78,n11[5],4,-1,1,2,0,0
79,n11[6],4,-1,1,2,0,0
80,n11[7],4,-1,1,2,0,0
81,n11[8],4,-1,1,2,0,0
82,n11[9],4,-1,1,2,0,0
83,n11[10],4,-1,1,2,0,0
84,n11[11],4,-1,1,2,0,0
85,n11[12],4,-1,1,2,0,0
86,n11[13],4,-1,1,2,0,0
87,n11[14],4,-1,1,2,0,0
88,n11[15],4,-1,1,2,0,0
89,n12[0],4,-1,1,2,0,0
90,n12[1],4,-1,1,2,0,0
91,n12[2],4,-1,1,2,0,0
92,n12[3],4,-1,1,2,0,0
93,n12[4],4,-1,1,2,0,0
94,n12[5],4,-1,1,2,0,0
95,n12[6],4,-1,1,2,0,0
96,n12[7],4,-1,1,2,0,0
97,n12[8],4,-1,1,2,0,0
98,n12[9],4,-1,1,2,0,0
99,n12[10],4,-1,1,2,0,0
100,n12[11],4,-1,1,2,0,0
101,n12[12],4,-1,1,2,0,0
102,n12[13],4,-1,1,2,0,0
103,n12[14],4,-1,1,2,0,0
104,n12[15],4,-1,1,2,0,0
105,n13[0],1,-1,2,3,0,0
106,n13[1],1,-1,2,3,0,0
107,n13[2],1,-1,2,3,0,0
108,n13[3],1,-1,2,3,0,0
109,n13[4],1,-1,2,3,0,0
110,n13[5],1,-1,2,3,0,0
111,n13[6],1,-1,2,3,0,0
112,n13[7],1,-1,2,3,0,0
113,n13[8],1,-1,2,3,0,0
114,n13[9],1,-1,2,3,0,0
115,n13[10],1,-1,2,3,0,0
116,n13[11],1,-1,2,3,0,0
117,n13[12],1,-1,2,3,0,0
118,n13[13],1,-1,2,3,0,0
119,n13[14],1,-1,2,3,0,0
120,n13[15],1,-1,2,3,0,0
121,n14[0],1,-1,2,3,0,0
122,n14[1],1,-1,2,3,0,0
123,n14[2],1,-1,2,3,0,0
124,n14[3],1,-1,2,3,0,0
125,n14[4],1,-1,2,3,0,0
126,n14[5],1,-1,2,3,0,0
127,n14[6],1,-1,2,3,0,0
128,n14[7],1,-1,2,3,0,0
129,n14[8],1,-1,2,3,0,0
130,n14[9],1,-1,2,3,0,0
131,n14[10],1,-1,2,3,0,0
132,n14[11],1,-1,2,3,0,0
133,n14[12],1,-1,2,3,0,0
134,n14[13],1,-1,2,3,0,0
135,n14[14],1,-1,2,3,0,0
136,n14[15],1,-1,2,3,0,0
137,n15[0],1,-1,2,3,0,0
138,n15[1],1,-1,2,3,0,0
139,n15[2],1,-1,2,3,0,0
140,n15[3],1,0,-1,-1,0,0
141,n15[4],4,-1,1,2,0,0
142,n15[5],4,-1,1,2,0,0
143,n15[6],4,-1,1,2,0,0
144,n15[7],1,0,-1,-1,0,0
145,g0,2,12,7,8,14,1
146,g1,3,17,5,6,19,1
147,g2,4,16,5,6,18,1
148,g3,4,15,5,6,17,1
149,g4,2,18,6,7,20,1
150,g5,2,16,2,3,18,1
151,g6,2,15,2,3,17,1
152,g7,4,11,7,8,13,1
153,g8,2,14,3,4,16,1
154,g9,4,18,5,6,20,1
155,g10,3,16,4,5,18,1
156,g11,4,0,3,3,14,0
157,g12,4,10,8,9,12,1
158,g13,3,14,4,5,16,1
159,g14,4,10,9,10,12,1
160,g15,2,8,5,6,29,0
161,g16,4,3,0,1,12,0
162,g17,3,10,6,7,12,1
163,g18,4,2,1,2,12,0
164,g19,2,20,2,3,22,1
165,g20,4,10,12,13,12,1
166,g21,3,16,5,6,18,1
167,g22,2,11,5,6,13,1
168,g23,3,15,4,5,17,1
169,g24,4,17,4,5,19,1
170,g25,4,2,1,2,13,0
171,g26,4,20,3,4,22,1
172,g27,4,12,5,6,14,1
173,g28,2,18,2,3,20,1
174,g29,2,13,6,7,15,1
175,g30,2,6,6,7,23,0
176,g31,2,13,7,8,15,1
177,g32,2,15,6,7,17,1
178,g33,2,12,11,12,14,1
179,g34,2,2,2,3,12,0
180,g35,4,8,11,12,10,1
181,g36,4,8,7,8,10,1
182,g37,4,15,3,4,17,1
183,g38,4,5,3,4,7,1
184,g39,2,12,6,7,14,1
185,g40,2,16,4,5,18,1
186,g41,2,11,9,10,13,1
187,g42,2,17,3,4,19,1
188,g43,4,14,11,12,16,1
189,g44,2,15,10,11,17,1
190,g45,2,19,2,3,21,1
191,g46,4,16,6,7,18,1
192,g47,3,11,7,8,13,1
193,g48,4,0,3,4,2,0
194,g49,4,4,4,5,6,1
195,g50,3,6,3,4,8,1
196,g51,4,2,1,2,12,0
197,g52,2,4,2,3,14,0
198,g53,4,15,3,4,17,1
199,g54,4,5,3,4,7,1
200,g55,4,19,3,4,21,1
201,g56,3,11,4,5,13,1
202,g57,2,1,2,3,7,0
203,g58,2,16,10,11,18,1
204,g59,2,8,4,5,29,0
205,g60,4,9,7,8,11,1
206,g61,2,17,3,4,19,1
207,g62,2,8,4,5,29,0
208,g63,4,0,3,4,16,0
209,g64,4,19,3,4,21,1
210,g65,3,11,11,12,13,1
211,g66,3,10,5,6,12,1
212,g67,3,1,3,4,12,0
213,g68,4,13,4,5,15,1
214,g69,2,6,7,8,24,0
215,g70,3,10,10,11,12,1
216,g71,4,12,5,6,14,1
217,g72,2,18,2,3,20,1
218,g73,4,2,1,2,11,0
219,g74,4,5,3,4,7,1
220,g75,2,13,2,3,15,1
221,g76,2,12,9,10,14,1
222,g77,4,13,1,2,15,1
223,g78,2,17,4,5,19,1
224,g79,4,14,7,8,16,1
225,g80,2,12,10,11,14,1
226,g81,4,12,4,5,14,1
227,g82,2,15,8,9,17,1
228,g83,4,2,1,2,11,0
229,g84,4,4,8,9,25,0
230,g85,4,5,9,10,26,0
231,g86,3,7,6,7,28,0
232,g87,2,11,7,8,13,1
233,g88,4,12,4,5,14,1
234,g89,6,8,1,2,11,0
235,g90,2,11,8,9,13,1
236,g91,2,18,6,7,20,1
237,g92,2,13,4,5,15,1
238,g93,4,6,7,8,27,0
239,g94,4,13,4,5,15,1
240,g95,4,11,4,5,13,1
241,g96,4,9,10,11,11,1
242,g97,3,14,3,4,16,1
243,g98,4,8,5,6,29,0
244,g99,4,13,6,7,15,1
245,g100,2,14,4,5,16,1
246,g101,4,4,9,10,25,0
247,g102,4,20,3,4,22,1
248,g103,3,15,3,4,17,1
249,g104,4,5,3,4,7,1
250,g105,1,2,-1,1,20,0
251,g106,1,2,-1,1,16,0
252,g107,2,11,8,9,13,1
253,g108,4,17,7,8,19,1
254,g109,2,20,3,4,22,1
255,g110,2,1,2,3,15,0
256,g111,4,16,3,4,18,1
257,g112,2,17,5,6,19,1
258,g113,2,9,2,3,27,0
259,g114,2,17,7,8,19,1
260,g115,4,3,0,1,13,0
261,g116,2,15,6,7,17,1
262,g117,4,10,5,6,12,1
263,g118,4,7,1,2,25,0
264,g119,3,7,6,7,28,0
265,g120,2,1,2,3,14,0
266,g121,4,8,5,6,10,1
267,g122,3,11,10,11,13,1
268,g123,2,13,10,11,15,1
269,g124,4,10,8,9,12,1
270,g125,4,2,1,2,14,0
271,g126,3,15,3,4,17,1
272,g127,2,19,4,5,21,1
273,g128,3,6,2,3,8,1
274,g129,4,11,5,6,13,1
275,g130,4,15,1,2,17,1
276,g131,2,18,4,5,20,1
277,g132,4,2,1,2,9,0
278,g133,3,6,3,4,8,1
279,g134,2,18,3,4,20,1
280,g135,3,17,4,5,19,1
281,g136,5,17,1,2,19,1
282,g137,4,10,13,14,12,1
283,g138,2,1,2,3,3,0
284,g139,4,15,5,6,17,1
285,g140,4,13,7,8,15,1
286,g141,2,18,8,9,20,1
287,g142,2,10,6,7,12,1
288,g143,4,3,0,1,9,0
289,g144,4,4,4,5,6,1
290,g145,2,1,2,3,13,0
291,g146,4,9,5,6,11,1
292,g147,2,2,6,7,4,0
293,g148,4,9,9,10,11,1
294,g149,4,15,4,5,17,1
295,g150,4,10,10,11,12,1
296,g151,3,1,2,2,16,0
297,g152,8,0,1,2,9,0
298,g153,2,17,2,3,19,1
299,g154,4,14,8,9,16,1
300,g155,4,10,10,11,12,1
301,g156,2,1,2,3,19,0
302,g157,3,1,3,4,3,0
303,g158,4,13,5,6,15,1
304,g159,4,13,4,5,15,1
305,g160,3,6,6,7,28,0
306,g161,2,11,9,10,13,1
307,g162,3,15,6,7,17,1
308,g163,4,12,5,6,14,1
309,g164,2,19,2,3,21,1
310,g165,4,9,3,4,11,1
311,g166,4,9,8,9,11,1
312,g167,2,13,7,8,15,1
313,g168,4,14,7,8,16,1
314,g169,2,15,7,8,17,1
315,g170,2,15,3,4,17,1
316,g171,2,15,5,6,17,1
317,g172,3,1,3,4,7,0
318,g173,4,14,5,6,16,1
319,g174,2,20,3,4,22,1
320,g175,4,-1,1,2,1,0
321,g176,2,16,5,6,18,1
322,g177,4,14,7,8,16,1
323,g178,4,20,3,4,22,1
324,g179,4,16,3,4,18,1
325,g180,2,1,2,3,3,0
326,g181,2,12,8,9,14,1
327,g182,4,14,3,4,16,1
328,g183,4,11,10,11,13,1
329,g184,4,0,3,3,15,0
330,g185,4,13,5,6,15,1
331,g186,4,18,3,4,20,1
332,g187,4,17,4,5,19,1
333,g188,2,13,6,7,15,1
334,g189,4,9,6,7,11,1
335,g190,2,11,7,8,13,1
336,g191,2,16,4,5,18,1
337,g192,2,12,8,9,14,1
338,g193,2,16,6,7,18,1
339,g194,2,19,2,3,21,1
340,g195,2,19,3,4,21,1
341,g196,4,3,0,1,9,0
342,g197,4,18,3,4,20,1
343,g198,2,10,2,3,12,1
344,g199,4,15,5,6,17,1
345,g200,4,8,1,2,26,0
346,g201,4,13,6,7,15,1
347,g202,4,5,3,4,7,1
348,g203,3,6,2,3,8,1
349,g204,4,10,4,5,12,1
350,g205,4,16,2,3,18,1
351,g206,2,16,6,7,18,1
352,g207,2,1,2,3,14,0
353,g208,3,1,2,3,14,0
354,g209,4,13,5,6,15,1
355,g210,2,13,3,4,15,1
356,g211,3,12,6,7,14,1
357,g212,2,12,11,12,14,1
358,g213,4,19,3,4,21,1
359,g214,2,14,5,6,16,1
360,g215,2,16,6,7,18,1
361,g216,2,19,2,3,21,1
362,g217,2,17,2,3,19,1
363,g218,4,11,6,7,13,1
364,g219,4,14,4,5,16,1
365,g220,4,9,12,13,11,1
366,g221,2,13,2,3,15,1
367,g222,2,20,5,6,22,1
368,g223,2,8,11,12,10,1
369,g224,4,19,3,4,21,1
370,g225,2,2,9,10,23,0
371,g226,4,5,6,7,26,0
372,g227,4,18,3,4,20,1
373,g228,4,0,3,4,11,0
374,g229,4,17,5,6,19,1
375,g230,2,14,2,3,16,1
376,g231,2,16,4,5,18,1
377,g232,3,16,4,5,18,1
378,g233,4,11,7,8,13,1
379,g234,4,11,6,7,13,1
380,g235,2,14,5,6,16,1
381,g236,4,12,5,6,14,1
382,g237,3,5,8,9,26,0
383,g238,2,19,3,4,21,1
384,g239,4,16,5,6,18,1
385,g240,4,13,8,9,15,1
386,g241,4,18,5,6,20,1
387,g242,4,10,11,12,12,1
388,g243,2,17,3,4,19,1
389,g244,2,12,7,8,14,1
390,g245,4,12,6,7,14,1
391,g246,4,16,6,7,18,1
392,g247,3,14,4,5,16,1
393,g248,3,14,2,3,16,1
394,g249,4,14,4,5,16,1
395,g250,4,17,1,2,19,1
396,g251,2,7,11,12,9,1
397,g252,4,13,8,9,15,1
398,g253,3,15,4,5,17,1
399,g254,4,3,0,1,12,0
400,g255,4,11,6,7,13,1
401,g256,4,14,5,6,16,1
402,g257,2,1,2,3,18,0
403,g258,4,0,3,4,17,0
404,g259,3,6,3,4,8,1
405,g260,2,14,4,5,16,1
406,g261,4,2,1,2,21,0
407,g262,2,15,4,5,17,1
408,g263,4,14,6,7,16,1
409,g264,4,16,7,8,18,1
410,g265,4,9,11,12,11,1
411,g266,3,15,4,5,17,1
412,g267,2,12,8,9,14,1
413,g268,3,13,4,5,15,1
414,g269,2,8,12,13,10,1
415,g270,2,11,7,8,13,1
416,g271,4,2,1,2,16,0
417,g272,3,9,6,7,11,1
418,g273,4,13,4,5,15,1
419,g274,3,13,8,9,15,1
420,g275,2,2,2,3,19,0
421,g276,4,16,5,6,18,1
422,g277,2,18,2,3,20,1
423,g278,2,12,6,7,14,1
424,g279,2,17,2,3,19,1
425,g280,4,2,1,2,21,0
426,g281,3,13,5,6,15,1
427,g282,2,7,4,5,9,1
428,g283,3,1,2,3,18,0
429,g284,4,15,5,6,17,1
430,g285,2,17,4,5,19,1
431,g286,4,16,1,2,18,1
432,g287,2,15,6,7,17,1
433,g288,2,15,7,8,17,1
434,g289,2,12,8,9,14,1
435,g290,4,11,9,10,13,1
436,g291,4,12,5,6,14,1
437,g292,4,15,5,6,17,1
438,g293,2,19,3,4,21,1
439,g294,2,15,3,4,17,1
440,g295,2,12,10,11,14,1
441,g296,2,15,4,5,17,1
442,g297,3,15,4,5,17,1
443,g298,4,6,4,5,8,1
444,g299,4,9,11,12,11,1
445,g300,4,3,0,1,9,0
446,g301,3,12,4,5,14,1
447,g302,3,1,3,4,16,0
448,g303,2,16,4,5,18,1
449,g304,2,18,4,5,20,1
450,g305,3,1,2,3,14,0
451,g306,3,1,2,2,20,0
452,g307,2,14,7,8,16,1
453,g308,3,14,4,5,16,1
454,g309,3,15,4,5,17,1
455,g310,2,20,2,3,22,1
456,g311,4,6,3,4,23,0
457,g312,3,12,3,4,14,1
458,g313,3,6,2,3,8,1
459,g314,2,9,5,6,31,0
460,g315,4,19,3,4,21,1
461,g316,3,13,4,5,15,1
462,g317,4,19,3,4,21,1
463,g318,4,13,4,5,15,1
464,g319,2,17,6,7,19,1
465,g320,2,15,3,4,17,1
466,g321,3,14,4,5,16,1
467,g322,4,8,3,4,10,1
468,g323,4,0,3,4,11,0
469,g324,4,6,3,4,9,0
470,g325,3,6,2,3,8,1
471,g326,2,7,8,9,9,1
472,g327,4,15,3,4,17,1
473,g328,2,13,8,9,15,1
474,g329,4,12,5,6,14,1
475,g330,4,13,3,4,15,1
476,g331,2,14,4,5,16,1
477,g332,4,19,3,4,21,1
478,g333,4,10,8,9,12,1
479,g334,4,14,4,5,16,1
480,g335,4,14,6,7,16,1
481,g336,4,11,7,8,13,1
482,g337,4,9,11,12,11,1
483,g338,4,17,6,7,19,1
484,g339,2,15,4,5,17,1
485,g340,2,7,12,13,9,1
486,g341,3,18,6,7,20,1
487,g342,2,16,5,6,18,1
488,g343,2,10,3,4,31,0
489,g344,3,17,4,5,19,1
490,g345,4,2,1,2,14,0
491,g346,4,15,5,6,17,1
492,g347,2,15,4,5,17,1
493,g348,3,16,5,6,18,1
494,g349,4,11,5,6,13,1
495,g350,4,16,5,6,18,1
496,g351,4,16,7,8,18,1
497,g352,2,7,7,8,28,0
498,g353,4,7,6,7,28,0
499,g354,4,13,8,9,15,1
500,g355,2,7,13,14,9,1
501,g356,4,11,5,6,13,1
502,g357,2,1,2,3,23,0
503,g358,3,16,4,5,18,1
504,g359,3,1,2,3,24,0
505,g360,4,3,8,9,21,0
506,g361,4,13,4,5,15,1
507,g362,2,7,10,11,9,1
508,g363,3,1,2,3,17,0
509,g364,2,18,8,9,20,1
510,g365,4,11,7,8,13,1
511,g366,2,19,5,6,21,1
512,g367,4,13,5,6,15,1
513,g368,4,5,5,6,23,0
514,g369,4,14,3,4,16,1
515,g370,2,2,2,3,13,0
516,g371,2,14,8,9,16,1
517,g372,3,5,8,9,27,0
518,g373,4,11,4,5,13,1
519,g374,2,15,2,3,17,1
520,g375,4,11,8,9,13,1
521,g376,4,13,6,7,15,1
522,g377,3,1,3,4,14,0
523,g378,1,2,-1,1,21,0
524,g379,4,12,7,8,14,1
525,g380,3,15,4,5,17,1
526,g381,4,9,4,5,11,1
527,g382,2,14,2,3,16,1
528,g383,4,9,9,10,11,1
529,g384,4,3,0,1,16,0
530,g385,3,6,2,3,8,1
531,g386,4,17,3,4,19,1
532,g387,4,15,4,5,17,1
533,g388,4,15,2,3,17,1
534,g389,2,14,3,4,16,1
535,g390,2,12,4,5,14,1
536,g391,6,3,1,2,13,0
537,g392,3,15,5,6,17,1
538,g393,2,16,2,3,18,1
539,g394,3,1,2,2,18,0
540,g395,4,14,4,5,16,1
541,g396,2,7,8,9,9,1
542,g397,4,0,3,4,23,0
543,g398,3,13,4,5,15,1
544,g399,2,10,4,5,12,1
545,g400,4,14,5,6,16,1
546,g401,2,12,10,11,14,1
547,g402,4,18,5,6,20,1
548,g403,2,19,6,7,21,1
549,g404,4,0,3,4,6,0
550,g405,4,10,7,8,12,1
551,g406,4,9,9,10,11,1
552,g407,3,17,4,5,19,1
553,g408,2,15,2,3,17,1
554,g409,2,12,7,8,14,1
555,g410,2,1,2,3,15,0
556,g411,2,17,2,3,19,1
557,g412,4,19,3,4,21,1
558,g413,4,18,3,4,20,1
559,g414,4,19,3,4,21,1
560,g415,4,17,4,5,19,1
561,g416,3,1,2,3,3,0
562,g417,4,5,3,4,7,1
563,g418,2,14,2,3,16,1
564,g419,4,8,8,9,10,1
565,g420,4,5,3,4,7,1
566,g421,4,11,6,7,13,1
567,g422,4,15,2,3,17,1
568,g423,4,8,3,4,29,0
569,g424,2,17,3,4,19,1
570,g425,4,2,1,2,15,0
571,g426,4,0,3,4,2,0
572,g427,4,15,4,5,17,1
573,g428,4,11,6,7,13,1
574,g429,2,18,6,7,20,1
575,g430,4,17,3,4,19,1
576,g431,4,10,6,7,12,1
577,g432,2,17,2,3,19,1
