id,name,LGFi,FFi,FFo,Pi,Po,Trojan_gate
0,n0,0,0,-1,0,2,0
1,n1,0,0,-1,0,2,0
2,n2,0,4,-1,0,11,0
3,n3,0,3,-1,0,8,0
4,n4,0,-1,0,0,-1,0
5,n5[0],0,14,-1,0,17,0
6,n5[1],0,13,-1,0,16,0
7,n5[2],0,4,-1,0,8,0
8,n5[3],0,4,-1,0,8,0
9,n5[4],0,5,-1,0,9,0
10,n5[5],0,14,-1,0,17,0
11,n5[6],0,11,-1,0,14,0
12,n5[7],0,11,-1,0,14,0
13,n5[8],0,11,-1,0,14,0
14,n5[9],0,12,-1,0,15,0
15,n5[10],0,8,-1,0,11,0
16,n5[11],0,8,-1,0,11,0
17,n5[12],0,9,-1,0,12,0
18,n5[13],0,9,-1,0,12,0
19,n5[14],0,11,-1,0,14,0
20,n5[15],0,11,-1,0,14,0
21,n5[16],0,11,-1,0,14,0
22,n5[17],0,11,-1,0,14,0
23,n5[18],0,11,-1,0,14,0
24,n5[19],0,11,-1,0,14,0
25,n5[20],0,11,-1,0,14,0
26,n5[21],0,11,-1,0,14,0
27,n5[22],0,8,-1,0,11,0
28,n5[23],0,8,-1,0,11,0
29,n5[24],0,9,-1,0,12,0
30,n5[25],0,9,-1,0,12,0
31,n5[26],0,12,-1,0,15,0
32,n5[27],0,12,-1,0,15,0
33,n5[28],0,12,-1,0,15,0
34,n5[29],0,12,-1,0,15,0
35,n5[30],0,11,-1,0,14,0
36,n5[31],0,11,-1,0,14,0
37,n6[0],0,3,-1,0,9,0
38,n6[1],0,3,-1,0,9,0
39,n6[2],0,3,-1,0,10,0
40,n6[3],0,3,-1,0,10,0
41,n6[4],0,3,-1,0,10,0
42,n6[5],0,3,-1,0,10,0
43,n6[6],0,3,-1,0,10,0
44,n6[7],0,3,-1,0,10,0
45,n6[8],0,-1,0,0,-1,0
46,n6[9],0,-1,0,0,-1,0
47,n6[10],0,-1,0,0,-1,0
48,n6[11],0,-1,0,0,-1,0
49,n6[12],0,-1,0,0,-1,0
50,n6[13],0,-1,0,0,-1,0
51,n6[14],0,-1,0,0,-1,0
52,n6[15],0,-1,0,0,-1,0
53,n6[16],0,-1,0,0,-1,0
54,n6[17],0,-1,0,0,-1,0
55,n6[18],0,-1,0,0,-1,0
56,n6[19],0,-1,0,0,-1,0
57,n6[20],0,-1,0,0,-1,0
58,n6[21],0,-1,0,0,-1,0
59,n6[22],0,-1,0,0,-1,0
60,n6[23],0,-1,0,0,-1,0
61,n6[24],0,-1,0,0,-1,0
62,n6[25],0,-1,0,0,-1,0
63,n6[26],0,-1,0,0,-1,0
64,n6[27],0,-1,0,0,-1,0
65,n6[28],0,-1,0,0,-1,0
66,n6[29],0,-1,0,0,-1,0
67,n6[30],0,-1,0,0,-1,0
68,n6[31],0,-1,0,0,-1,0
69,n7[0],0,6,-1,0,12,0
70,n7[1],0,6,-1,0,12,0
71,n7[2],0,6,-1,0,12,0
72,n7[3],0,6,-1,0,12,0
73,n8[0],0,-1,0,0,-1,0
74,n8[1],0,-1,0,0,-1,0
75,n9[0],4,-1,1,2,0,0
76,n9[1],4,-1,1,2,0,0
77,n9[2],4,-1,1,2,0,0
78,n9[3],4,-1,1,2,0,0
79,n9[4],4,-1,1,2,0,0
80,n9[5],4,-1,1,2,0,0
81,n9[6],4,-1,1,2,0,0
82,n9[7],4,-1,1,2,0,0
83,n9[8],1,0,-1,-1,0,0
84,n9[9],1,0,-1,-1,0,0
85,n9[10],1,0,-1,-1,0,0
86,n9[11],1,0,-1,-1,0,0
87,n9[12],1,0,-1,-1,0,0
88,n9[13],1,0,-1,-1,0,0
89,n9[14],1,0,-1,-1,0,0
90,n9[15],1,0,-1,-1,0,0
91,n9[16],1,0,-1,-1,0,0
92,n9[17],1,0,-1,-1,0,0
93,n9[18],1,0,-1,-1,0,0
94,n9[19],1,0,-1,-1,0,0
95,n9[20],1,0,-1,-1,0,0
96,n9[21],1,0,-1,-1,0,0
97,n9[22],1,0,-1,-1,0,0
98,n9[23],1,0,-1,-1,0,0
99,n9[24],1,0,-1,-1,0,0
100,n9[25],1,0,-1,-1,0,0
101,n9[26],1,0,-1,-1,0,0
102,n9[27],1,0,-1,-1,0,0
103,n9[28],1,0,-1,-1,0,0
104,n9[29],1,0,-1,-1,0,0
105,n9[30],1,0,-1,-1,0,0
106,n9[31],1,0,-1,-1,0,0
107,n10[0],4,-1,1,2,0,0
108,n10[1],4,-1,1,2,0,0
109,n10[2],4,-1,1,2,0,0
110,n10[3],4,-1,1,2,0,0
111,n10[4],4,-1,1,2,0,0
112,n10[5],4,-1,1,2,0,0
113,n10[6],4,-1,1,2,0,0
114,n10[7],4,-1,1,2,0,0
115,n10[8],4,-1,1,2,0,0
116,n10[9],4,-1,1,2,0,0
117,n10[10],4,-1,1,2,0,0
118,n10[11],4,-1,1,2,0,0
119,n10[12],4,-1,1,2,0,0
120,n10[13],4,-1,1,2,0,0
121,n10[14],4,-1,1,2,0,0
122,n10[15],4,-1,1,2,0,0
123,n10[16],1,0,-1,-1,0,0
124,n10[17],1,0,-1,-1,0,0
125,n10[18],1,0,-1,-1,0,0
126,n10[19],1,0,-1,-1,0,0
127,n10[20],1,0,-1,-1,0,0
128,n10[21],1,0,-1,-1,0,0
129,n10[22],1,0,-1,-1,0,0
130,n10[23],1,0,-1,-1,0,0
131,n10[24],1,0,-1,-1,0,0
132,n10[25],1,0,-1,-1,0,0
133,n10[26],1,0,-1,-1,0,0
134,n10[27],1,0,-1,-1,0,0
135,n10[28],1,0,-1,-1,0,0
136,n10[29],1,0,-1,-1,0,0
137,n10[30],1,0,-1,-1,0,0
138,n10[31],1,0,-1,-1,0,0
139,n11[0],1,0,-1,-1,0,0
140,n11[1],1,0,-1,-1,0,0
141,n11[2],1,0,-1,-1,0,0
142,n11[3],1,0,-1,-1,0,0
143,n11[4],1,0,-1,-1,0,0
144,n11[5],1,0,-1,-1,0,0
145,n11[6],1,0,-1,-1,0,0
146,n11[7],1,0,-1,-1,0,0
147,n11[8],1,0,-1,-1,0,0
148,n11[9],1,0,-1,-1,0,0
149,n11[10],1,0,-1,-1,0,0
150,n11[11],1,0,-1,-1,0,0
151,n11[12],1,0,-1,-1,0,0
152,n11[13],1,0,-1,-1,0,0
153,n11[14],1,0,-1,-1,0,0
154,n11[15],1,0,-1,-1,0,0
155,n11[16],1,-1,2,3,0,0
156,n11[17],1,-1,2,3,0,0
157,n11[18],1,-1,2,3,0,0
158,n11[19],1,-1,2,3,0,0
159,n11[20],1,-1,2,3,0,0
160,n11[21],1,-1,2,3,0,0
161,n11[22],1,-1,2,3,0,0
162,n11[23],1,-1,2,3,0,0
163,n11[24],1,-1,2,3,0,0
164,n11[25],1,-1,2,3,0,0
165,n11[26],1,-1,2,3,0,0
166,n11[27],1,-1,2,3,0,0
167,n11[28],1,-1,2,3,0,0
168,n11[29],1,-1,2,3,0,0
169,n11[30],1,-1,2,3,0,0
170,n11[31],1,-1,2,3,0,0
171,n12[0],1,0,-1,-1,0,0
172,n12[1],1,0,-1,-1,0,0
173,n12[2],1,0,-1,-1,0,0
174,n12[3],1,0,-1,-1,0,0
175,n12[4],1,0,-1,-1,0,0
176,n12[5],1,0,-1,-1,0,0
177,n12[6],1,0,-1,-1,0,0
178,n12[7],1,0,-1,-1,0,0
179,n12[8],1,-1,2,3,0,0
180,n12[9],1,-1,2,3,0,0
181,n12[10],1,-1,2,3,0,0
182,n12[11],1,-1,2,3,0,0
183,n12[12],1,-1,2,3,0,0
184,n12[13],1,-1,2,3,0,0
185,n12[14],1,-1,2,3,0,0
186,n12[15],1,-1,2,3,0,0
187,n12[16],1,-1,2,3,0,0
188,n12[17],1,-1,2,3,0,0
189,n12[18],1,-1,2,3,0,0
190,n12[19],1,-1,2,3,0,0
191,n12[20],1,-1,2,3,0,0
192,n12[21],1,-1,2,3,0,0
193,n12[22],1,-1,2,3,0,0
194,n12[23],1,-1,2,3,0,0
195,n12[24],1,0,-1,-1,0,0
196,n12[25],1,0,-1,-1,0,0
197,n12[26],1,0,-1,-1,0,0
198,n12[27],1,0,-1,-1,0,0
199,n12[28],1,0,-1,-1,0,0
200,n12[29],1,0,-1,-1,0,0
201,n12[30],1,0,-1,-1,0,0
202,n12[31],1,0,-1,-1,0,0
203,n13[0],1,0,-1,-1,0,0
204,n13[1],1,0,-1,-1,0,0
205,n13[2],1,0,-1,-1,0,0
206,n13[3],1,0,-1,-1,0,0
207,n13[4],1,0,-1,-1,0,0
208,n13[5],1,0,-1,-1,0,0
209,n13[6],1,0,-1,-1,0,0
210,n13[7],1,0,-1,-1,0,0
211,n13[8],1,0,-1,-1,0,0
212,n13[9],1,0,-1,-1,0,0
213,n13[10],1,0,-1,-1,0,0
214,n13[11],1,0,-1,-1,0,0
215,n13[12],1,0,-1,-1,0,0
216,n13[13],1,0,-1,-1,0,0
217,n13[14],1,0,-1,-1,0,0
218,n13[15],1,0,-1,-1,0,0
219,n13[16],1,0,-1,-1,0,0
220,n13[17],1,0,-1,-1,0,0
221,n13[18],1,0,-1,-1,0,0
222,n13[19],1,0,-1,-1,0,0
223,n13[20],1,0,-1,-1,0,0
224,n13[21],1,0,-1,-1,0,0
225,n13[22],1,0,-1,-1,0,0
226,n13[23],1,0,-1,-1,0,0
227,n13[24],1,-1,2,3,0,0
228,n13[25],1,-1,2,3,0,0
229,n13[26],1,-1,2,3,0,0
230,n13[27],1,-1,2,3,0,0
231,n13[28],1,-1,2,3,0,0
232,n13[29],1,-1,2,3,0,0
233,n13[30],1,-1,2,3,0,0
234,n13[31],1,-1,2,3,0,0
235,n14,4,-1,1,2,0,0
236,n15,4,-1,1,2,0,0
237,n16,4,-1,1,2,0,0
238,n17[0],1,-1,2,3,0,0
239,n17[1],1,0,-1,-1,0,0
240,n17[2],4,-1,1,2,0,0
241,n17[3],4,-1,1,2,0,0
242,n17[4],4,-1,1,2,0,0
243,n17[5],1,0,-1,-1,0,0
244,n17[6],1,0,-1,-1,0,0
245,n17[7],1,0,-1,-1,0,0
246,g0,4,10,5,6,12,1
247,g1,2,14,5,6,16,1
248,g2,3,3,2,3,5,0
249,g3,4,2,1,2,4,0
250,g4,2,12,4,5,14,1
251,g5,4,3,0,1,7,0
252,g6,4,3,0,1,7,0
253,g7,4,8,10,11,10,1
254,g8,2,13,2,3,15,1
255,g9,2,1,6,2,9,0
256,g10,4,8,7,8,10,1
257,g11,4,9,10,11,11,1
258,g12,4,13,5,6,15,1
259,g13,4,7,10,11,9,1
260,g14,0,0,-1,-1,1,0
261,g15,3,5,2,3,7,1
262,g16,4,6,3,4,8,1
263,g17,3,12,4,5,14,1
264,g18,2,1,4,5,20,0
265,g19,4,13,3,4,15,1
266,g20,4,9,5,6,11,1
267,g21,2,14,2,3,16,1
268,g22,4,12,4,5,14,1
269,g23,4,8,10,11,10,1
270,g24,2,14,7,8,16,1
271,g25,2,12,5,6,14,1
272,g26,3,1,2,3,9,0
273,g27,3,14,2,3,16,1
274,g28,4,0,3,4,11,0
275,g29,4,2,1,2,6,0
276,g30,2,10,4,5,12,1
277,g31,3,14,4,5,16,1
278,g32,2,11,5,6,13,1
279,g33,2,10,8,9,12,1
280,g34,3,1,2,3,15,0
281,g35,3,13,2,3,15,1
282,g36,3,14,4,5,16,1
283,g37,3,13,2,3,15,1
284,g38,2,1,4,5,15,0
285,g39,3,5,2,3,7,1
286,g40,4,12,1,2,14,1
287,g41,6,3,1,2,16,0
288,g42,4,3,0,1,10,0
289,g43,4,4,1,2,6,0
290,g44,0,0,-1,-1,1,0
291,g45,4,8,5,6,10,1
292,g46,3,11,4,5,13,1
293,g47,2,14,2,3,16,1
294,g48,2,1,3,4,3,0
295,g49,4,3,2,3,19,0
296,g50,4,0,3,4,14,0
297,g51,4,11,3,4,13,1
298,g52,6,3,1,2,14,0
299,g53,4,12,5,6,14,1
300,g54,4,7,9,10,9,1
301,g55,4,0,3,4,15,0
302,g56,4,9,6,7,11,1
303,g57,4,17,3,4,19,1
304,g58,2,5,3,4,17,0
305,g59,3,14,4,5,16,1
306,g60,4,-1,1,2,1,0
307,g61,4,13,4,5,15,1
308,g62,2,10,2,3,12,1
309,g63,4,-1,1,2,1,0
310,g64,3,1,2,3,3,0
311,g65,4,3,0,1,7,0
312,g66,2,1,5,2,8,0
313,g67,2,6,10,11,8,1
314,g68,4,11,4,5,13,1
315,g69,6,11,1,2,13,1
316,g70,4,13,6,7,15,1
317,g71,2,5,3,4,22,0
318,g72,0,0,-1,-1,1,0
319,g73,2,1,4,5,13,0
320,g74,2,15,2,3,17,1
321,g75,2,11,4,5,13,1
322,g76,4,-1,1,2,1,0
323,g77,4,3,0,1,9,0
324,g78,3,11,4,5,13,1
325,g79,4,9,8,9,11,1
326,g80,6,4,1,2,20,0
327,g81,2,10,11,12,12,1
328,g82,4,13,3,4,15,1
329,g83,4,12,6,7,14,1
330,g84,2,16,3,4,18,1
331,g85,2,6,9,10,8,1
332,g86,4,0,3,4,2,0
333,g87,4,3,0,1,12,0
334,g88,0,0,-1,-1,1,0
335,g89,3,4,-1,1,8,0
336,g90,4,15,3,4,17,1
337,g91,2,11,7,8,13,1
338,g92,8,15,1,2,17,1
339,g93,2,2,5,3,10,0
340,g94,4,14,4,5,16,1
341,g95,6,5,1,2,11,0
342,g96,4,15,1,2,17,1
343,g97,2,17,3,4,19,1
344,g98,3,3,2,3,5,0
345,g99,4,11,4,5,13,1
346,g100,2,10,5,6,12,1
347,g101,2,13,4,5,15,1
348,g102,4,14,4,5,16,1
349,g103,2,16,3,4,18,1
350,g104,4,0,3,3,8,0
351,g105,2,1,4,5,3,0
352,g106,4,10,5,6,12,1
353,g107,4,2,1,2,18,0
354,g108,3,9,8,9,11,1
355,g109,2,14,4,5,16,1
356,g110,4,11,3,4,13,1
357,g111,2,11,6,7,13,1
358,g112,4,8,7,8,10,1
359,g113,4,13,3,4,15,1
360,g114,4,11,5,6,13,1
361,g115,3,3,2,3,5,0
362,g116,4,8,9,10,10,1
363,g117,4,0,3,4,10,0
364,g118,4,10,5,6,12,1
365,g119,2,2,5,6,4,0
366,g120,4,14,3,4,16,1
367,g121,4,7,8,9,9,1
368,g122,3,3,2,3,5,0
369,g123,2,11,8,9,13,1
370,g124,4,2,1,2,4,0
371,g125,2,1,4,5,3,0
372,g126,4,12,3,4,14,1
373,g127,4,14,5,6,16,1
374,g128,2,6,9,10,8,1
375,g129,2,2,2,3,13,0
376,g130,3,11,7,8,13,1
377,g131,2,10,9,10,12,1
378,g132,4,15,3,4,17,1
379,g133,4,0,2,3,8,0
380,g134,2,15,3,4,17,1
381,g135,2,14,4,5,16,1
382,g136,4,11,4,5,13,1
383,g137,4,9,7,8,11,1
384,g138,2,5,3,4,20,0
385,g139,4,1,4,5,3,0
386,g140,4,12,4,5,14,1
387,g141,6,8,1,2,14,0
388,g142,3,12,4,5,14,1
389,g143,3,5,2,3,7,1
390,g144,2,1,4,5,18,0
391,g145,3,3,2,3,5,0
392,g146,4,9,5,6,11,1
393,g147,3,1,2,3,9,0
394,g148,2,15,2,3,17,1
395,g149,2,1,2,3,11,0
396,g150,4,3,0,1,16,0
397,g151,4,9,6,7,11,1
398,g152,2,2,3,4,15,0
399,g153,2,11,2,3,13,1
400,g154,4,0,3,4,2,0
401,g155,4,9,10,11,11,1
402,g156,3,13,2,3,15,1
403,g157,4,2,3,4,4,0
404,g158,3,10,4,5,12,1
405,g159,2,11,-1,1,14,0
406,g160,2,14,4,5,16,1
407,g161,4,15,5,6,17,1
408,g162,3,1,2,3,9,0
409,g163,3,1,2,3,9,0
410,g164,3,10,6,7,12,1
411,g165,4,9,6,7,11,1
412,g166,2,16,3,4,18,1
413,g167,4,0,3,3,8,0
414,g168,4,11,5,6,13,1
415,g169,4,2,3,4,4,0
416,g170,4,10,7,8,12,1
417,g171,3,3,6,4,5,0
418,g172,2,1,2,3,11,0
419,g173,4,13,1,2,15,1
420,g174,4,3,0,1,10,0
421,g175,4,9,8,9,11,1
422,g176,0,0,-1,-1,1,0
423,g177,4,5,0,1,1,0
424,g178,4,8,7,8,10,1
425,g179,4,10,5,6,12,1
426,g180,4,10,7,8,12,1
427,g181,2,16,2,3,18,1
428,g182,4,12,4,5,14,1
429,g183,4,13,5,6,15,1
430,g184,0,0,-1,-1,1,0
431,g185,4,15,5,6,17,1
432,g186,3,9,8,9,11,1
433,g187,4,15,5,6,17,1
434,g188,4,14,3,4,16,1
435,g189,4,3,0,1,7,0
436,g190,2,9,6,7,11,1
437,g191,3,12,5,6,14,1
438,g192,2,6,8,9,8,1
439,g193,4,13,5,6,15,1
440,g194,1,2,4,5,9,0
441,g195,2,1,4,5,19,0
442,g196,4,14,3,4,16,1
443,g197,3,3,2,3,5,0
444,g198,4,3,0,1,17,0
445,g199,2,2,2,3,4,0
446,g200,4,9,6,7,11,1
447,g201,4,13,4,5,15,1
448,g202,2,17,2,3,19,1
449,g203,2,16,4,5,18,1
450,g204,4,3,0,1,9,0
451,g205,3,10,7,8,12,1
452,g206,4,8,7,8,10,1
453,g207,4,14,3,4,16,1
454,g208,3,1,3,4,15,0
455,g209,4,2,1,2,4,0
456,g210,4,3,0,1,7,0
457,g211,8,15,1,2,17,1
458,g212,3,15,5,6,17,1
459,g213,4,17,1,2,19,1
460,g214,4,3,0,1,9,0
461,g215,4,7,10,11,9,1
462,g216,2,9,7,8,11,1
463,g217,2,16,4,5,18,1
464,g218,3,1,2,3,3,0
465,g219,4,3,0,1,7,0
466,g220,4,13,4,5,15,1
467,g221,4,10,8,9,12,1
468,g222,2,11,9,10,13,1
469,g223,3,10,4,5,12,1
470,g224,4,12,4,5,14,1
471,g225,4,2,1,2,4,0
472,g226,2,10,4,5,12,1
473,g227,3,5,2,3,7,1
474,g228,2,14,2,3,16,1
475,g229,2,13,4,5,15,1
476,g230,2,12,3,4,14,1
477,g231,4,11,5,6,13,1
478,g232,4,11,5,6,13,1
479,g233,2,13,2,3,15,1
480,g234,3,13,2,3,15,1
481,g235,3,13,3,4,15,1
482,g236,2,14,2,3,16,1
483,g237,4,13,1,2,15,1
484,g238,5,0,1,2,14,0
485,g239,4,10,4,5,12,1
486,g240,3,3,2,3,5,0
487,g241,2,17,2,3,19,1
488,g242,3,5,2,3,7,1
489,g243,3,10,4,5,12,1
490,g244,4,2,1,2,4,0
491,g245,4,15,3,4,17,1
492,g246,3,13,3,4,15,1
493,g247,4,12,3,4,14,1
494,g248,4,-1,1,2,1,0
495,g249,4,15,1,2,17,1
496,g250,4,3,0,1,12,0
497,g251,3,1,2,3,3,0
498,g252,4,-1,1,2,1,0
499,g253,2,11,5,6,13,1
500,g254,4,8,2,3,10,1
501,g255,4,0,3,4,16,0
502,g256,2,16,3,4,18,1
503,g257,4,3,0,1,1,0
504,g258,4,13,5,6,15,1
505,g259,3,15,4,5,17,1
506,g260,3,3,2,3,5,0
507,g261,6,7,1,2,9,0
508,g262,0,0,-1,-1,1,0
509,g263,2,2,3,4,16,0
510,g264,2,14,5,6,16,1
511,g265,4,11,3,4,13,1
512,g266,3,3,2,3,5,0
513,g267,2,10,9,10,12,1
514,g268,5,4,1,2,10,0
515,g269,4,7,9,10,9,1
516,g270,3,5,2,3,7,1
517,g271,2,15,2,3,17,1
518,g272,4,9,8,9,11,1
519,g273,4,10,6,7,12,1
520,g274,4,4,1,2,6,0
521,g275,3,5,2,3,7,1
522,g276,4,12,5,6,14,1
523,g277,4,11,4,5,13,1
524,g278,3,2,2,3,4,0
525,g279,2,12,4,5,14,1
526,g280,2,16,2,3,18,1
527,g281,3,16,4,5,18,1
528,g282,4,12,4,5,14,1
529,g283,4,0,3,3,8,0
530,g284,2,16,7,8,18,1
531,g285,2,1,4,5,22,0
532,g286,2,14,6,7,16,1
533,g287,2,14,4,5,16,1
534,g288,2,15,2,3,17,1
535,g289,4,2,1,2,9,0
536,g290,2,11,7,8,13,1
537,g291,2,14,4,5,16,1
538,g292,4,8,5,6,10,1
539,g293,3,1,2,3,9,0
540,g294,2,10,3,4,12,1
541,g295,4,12,3,4,14,1
542,g296,3,3,2,3,5,0
543,g297,3,14,4,5,16,1
544,g298,8,13,1,2,15,1
545,g299,3,5,2,3,7,1
546,g300,4,12,6,7,14,1
547,g301,2,1,2,3,14,0
548,g302,4,14,4,5,16,1
549,g303,4,2,1,2,12,0
550,g304,2,13,3,4,15,1
551,g305,3,1,2,3,17,0
552,g306,2,1,6,2,9,0
