id,name,LGFi,FFi,FFo,Pi,Po,Trojan_gate
0,n0,0,0,-1,0,2,0
1,n1,0,3,-1,0,7,0
2,n2[0],0,5,-1,0,7,0
3,n2[1],0,5,-1,0,7,0
4,n2[2],0,5,-1,0,7,0
5,n2[3],0,5,-1,0,7,0
6,n2[4],0,4,-1,0,6,0
7,n2[5],0,4,-1,0,6,0
8,n2[6],0,4,-1,0,6,0
9,n2[7],0,4,-1,0,6,0
10,n2[8],0,4,-1,0,6,0
11,n2[9],0,4,-1,0,6,0
12,n2[10],0,4,-1,0,6,0
13,n2[11],0,4,-1,0,6,0
14,n2[12],0,4,-1,0,6,0
15,n2[13],0,4,-1,0,6,0
16,n2[14],0,4,-1,0,6,0
17,n2[15],0,4,-1,0,6,0
18,n2[16],0,4,-1,0,6,0
19,n2[17],0,4,-1,0,6,0
20,n2[18],0,4,-1,0,6,0
21,n2[19],0,4,-1,0,6,0
22,n2[20],0,4,-1,0,6,0
23,n2[21],0,4,-1,0,6,0
24,n2[22],0,4,-1,0,6,0
25,n2[23],0,4,-1,0,6,0
26,n2[24],0,4,-1,0,6,0
27,n2[25],0,4,-1,0,6,0
28,n2[26],0,4,-1,0,6,0
29,n2[27],0,4,-1,0,6,0
30,n2[28],0,2,-1,0,6,0
31,n2[29],0,2,-1,0,6,0
32,n2[30],0,2,-1,0,6,0
33,n2[31],0,2,-1,0,6,0
34,n2[32],0,2,-1,0,6,0
35,n2[33],0,2,-1,0,6,0
36,n2[34],0,2,-1,0,6,0
37,n2[35],0,2,-1,0,6,0
38,n2[36],0,2,-1,0,6,0
39,n2[37],0,2,-1,0,6,0
40,n2[38],0,2,-1,0,6,0
41,n2[39],0,2,-1,0,6,0
42,n2[40],0,2,-1,0,6,0
43,n2[41],0,2,-1,0,6,0
44,n2[42],0,2,-1,0,6,0
45,n2[43],0,2,-1,0,6,0
46,n2[44],0,2,-1,0,6,0
47,n2[45],0,2,-1,0,6,0
48,n2[46],0,2,-1,0,6,0
49,n2[47],0,2,-1,0,6,0
50,n2[48],0,2,-1,0,6,0
51,n2[49],0,2,-1,0,6,0
52,n2[50],0,2,-1,0,6,0
53,n2[51],0,2,-1,0,6,0
54,n2[52],0,2,-1,0,6,0
55,n2[53],0,2,-1,0,6,0
