id,name,LGFi,FFi,FFo,Pi,Po,Trojan_gate
0,n0,0,0,-1,0,2,0
1,n1,0,1,-1,0,4,0
2,n2,0,4,-1,0,5,0
3,n3,0,8,-1,0,3,0
4,n4[0],0,11,-1,0,6,0
5,n4[1],0,12,-1,0,7,0
6,n5[0],0,8,-1,0,3,0
7,n5[1],0,11,-1,0,6,0
8,n6,4,-1,1,2,0,0
9,n7,1,0,-1,-1,0,0
10,n8[0],1,-1,2,3,0,0
11,n8[1],1,0,-1,-1,0,0
12,n8[2],1,0,-1,-1,0,0
13,n8[3],1,-1,2,3,0,0
14,n8[4],1,-1,2,3,0,0
15,n8[5],1,-1,2,3,0,0
16,n8[6],4,-1,1,2,0,0
17,n9[0],1,-1,2,3,0,0
18,n9[1],1,-1,2,3,0,0
19,n9[2],1,-1,2,3,0,0
20,n9[3],1,0,-1,-1,0,0
21,n9[4],1,-1,2,3,0,0
22,n9[5],1,-1,2,3,0,0
23,n9[6],1,0,-1,-1,0,0
24,n10[0],2,-1,3,3,0,0
25,n10[1],2,-1,6,5,0,0
26,n10[2],2,-1,6,6,0,0
27,n10[3],2,-1,7,6,0,0
28,n11[0],2,-1,6,6,0,0
29,n11[1],2,-1,6,6,0,0
30,n11[2],1,0,-1,-1,0,0
31,n11[3],1,0,-1,-1,0,0
32,n12[0],1,0,-1,-1,0,0
33,n12[1],1,0,-1,-1,0,0
34,n12[2],1,0,-1,-1,0,0
35,n12[3],1,0,-1,-1,0,0
36,g0,0,0,-1,-1,1,0
37,g1,0,0,-1,-1,1,0
38,g2,0,0,-1,-1,1,0
39,g3,0,0,-1,-1,1,0
40,g4,0,0,-1,-1,1,0
41,g5,0,0,-1,-1,1,0
42,g6,4,-1,1,2,1,0
43,g7,4,-1,1,2,1,0
44,g8,4,-1,1,2,1,0
45,g9,0,0,-1,-1,1,0
46,g10,4,-1,1,2,1,0
47,g11,4,-1,1,2,1,0
48,g12,0,0,-1,-1,1,0
49,g13,4,-1,1,2,1,0
50,g14,0,0,-1,-1,1,0
51,g15,0,0,-1,-1,1,0
52,g16,4,-1,1,2,1,0
53,g17,4,-1,1,2,1,0
54,g18,4,-1,1,2,1,0
55,g19,0,0,-1,-1,1,0
56,g20,2,3,5,5,6,0
57,g21,3,0,0,1,2,0
58,g22,3,0,2,1,3,0
59,g23,3,1,0,1,1,0
60,g24,6,1,1,2,4,0
61,g25,5,-1,0,1,1,0
62,g26,2,2,6,2,5,0
63,g27,5,0,1,2,2,0
64,g28,4,1,1,2,3,0
65,g29,1,3,-1,1,6,0
66,g30,3,-1,5,5,1,0
67,g31,3,-1,5,5,1,0
68,g32,4,-1,4,4,2,0
69,g33,4,-1,6,6,3,0
70,g34,4,-1,3,3,3,0
71,g35,2,-1,7,6,2,0
72,g36,2,-1,7,6,2,0
73,g37,4,4,4,4,7,0
74,g38,4,5,6,6,8,0
75,g39,4,5,3,3,8,0
76,g40,4,-1,6,5,3,1
77,g41,4,-1,6,5,3,1
78,g42,4,-1,5,4,4,1
79,g43,4,-1,5,5,4,1
80,g44,4,6,6,5,1,1
81,g45,4,-1,6,4,5,1
82,g46,4,6,5,5,1,1
83,g47,4,7,5,5,2,1
84,g48,3,8,6,4,3,1
85,g49,4,7,5,4,2,1
86,g50,4,7,5,4,2,1
87,g51,4,6,5,4,1,1
88,g52,2,9,5,5,4,1
89,g53,3,7,4,4,2,1
90,g54,3,8,5,3,3,1
91,g55,3,8,5,3,3,1
92,g56,3,8,4,4,3,1
93,g57,3,7,5,3,2,1
94,g58,3,8,4,4,3,1
95,g59,2,9,4,4,4,1
96,g60,4,9,3,3,4,1
97,g61,2,8,4,4,3,1
98,g62,4,8,3,3,3,1
99,g63,4,-1,5,4,4,1
100,g64,2,9,4,4,4,1
101,g65,4,9,3,3,4,1
102,g66,3,10,2,2,5,1
103,g67,3,9,2,2,4,1
104,g68,3,6,2,2,1,1
105,g69,3,10,2,2,5,1
106,g70,2,-1,5,4,4,1
107,g71,4,-1,4,3,5,1
108,g72,3,9,3,2,4,1
109,g73,3,10,3,2,5,1
110,g74,3,10,3,2,5,1
111,g75,2,-1,4,3,5,1
112,g76,3,-1,3,2,6,1
113,g77,5,7,1,1,2,1
114,g78,2,9,-1,3,4,1
115,g79,2,9,-1,2,4,1
116,g80,2,10,2,2,5,1
117,g81,2,-1,-1,3,5,1
118,g82,2,-1,-1,2,6,1
119,g83,2,8,-1,3,3,1
120,g84,2,8,-1,2,3,1
121,g85,2,9,-1,3,4,1
122,g86,2,9,-1,2,4,1
123,g87,1,10,-1,1,5,1
124,g88,1,7,-1,1,2,1
125,g89,1,11,-1,1,6,1
126,g90,4,11,1,2,6,1
127,g91,1,9,-1,1,4,1
128,g92,1,11,-1,1,6,1
129,g93,1,10,-1,1,5,1
