id,name,LGFi,FFi,FFo,Pi,Po,Trojan_gate
0,n0,0,0,-1,0,3,0
1,n1,0,1,-1,0,7,0
2,n2[0],0,7,-1,0,10,0
3,n2[1],0,6,-1,0,9,0
4,n2[2],0,7,-1,0,10,0
5,n2[3],0,7,-1,0,10,0
6,n2[4],0,7,-1,0,10,0
7,n2[5],0,7,-1,0,10,0
8,n2[6],0,7,-1,0,10,0
9,n2[7],0,7,-1,0,10,0
10,n2[8],0,7,-1,0,10,0
11,n2[9],0,7,-1,0,10,0
12,n2[10],0,7,-1,0,9,0
13,n2[11],0,7,-1,0,9,0
14,n2[12],0,6,-1,0,8,0
15,n2[13],0,8,-1,0,8,0
16,n3[0],0,3,-1,0,3,0
17,n3[1],0,5,-1,0,5,0
18,n3[2],0,5,-1,0,5,0
19,n3[3],0,5,-1,0,5,0
20,n3[4],0,5,-1,0,5,0
21,n3[5],0,5,-1,0,5,0
22,n3[6],0,5,-1,0,5,0
23,n3[7],0,5,-1,0,5,0
24,n3[8],0,5,-1,0,5,0
25,n3[9],0,5,-1,0,5,0
26,n3[10],0,5,-1,0,5,0
27,n3[11],0,5,-1,0,5,0
28,n3[12],0,4,-1,0,4,0
29,n4[0],2,-1,2,3,0,0
30,n4[1],2,-1,2,3,0,0
31,n4[2],2,-1,2,3,0,0
32,n4[3],2,-1,2,3,0,0
33,n4[4],2,-1,2,3,0,0
34,n4[5],2,-1,2,3,0,0
35,n4[6],2,-1,2,3,0,0
36,n4[7],2,-1,2,3,0,0
37,n4[8],2,-1,2,3,0,0
38,n4[9],2,-1,2,3,0,0
39,n4[10],2,-1,2,3,0,0
40,n4[11],2,-1,2,3,0,0
41,n4[12],2,-1,2,3,0,0
42,n5[0],2,-1,2,3,0,0
43,n5[1],2,-1,2,3,0,0
44,n5[2],2,-1,2,3,0,0
45,n5[3],2,-1,2,3,0,0
46,n5[4],2,-1,2,3,0,0
47,n5[5],2,-1,2,3,0,0
48,n5[6],2,-1,2,3,0,0
49,n5[7],2,-1,2,3,0,0
50,n5[8],2,-1,2,3,0,0
51,n5[9],2,-1,2,3,0,0
52,n5[10],2,-1,2,3,0,0
53,n5[11],2,-1,2,3,0,0
54,n5[12],2,-1,2,3,0,0
55,n6[0],2,-1,2,3,0,0
56,n6[1],2,-1,2,3,0,0
57,n6[2],2,-1,2,3,0,0
58,n6[3],2,-1,2,3,0,0
59,n6[4],2,-1,2,3,0,0
60,n6[5],2,-1,2,3,0,0
61,n6[6],2,-1,2,3,0,0
62,n6[7],2,-1,2,3,0,0
63,n6[8],2,-1,2,3,0,0
64,n6[9],2,-1,2,3,0,0
65,n6[10],2,-1,2,3,0,0
66,n6[11],2,-1,2,3,0,0
67,n6[12],2,-1,2,3,0,0
68,g0,4,-1,1,2,4,0
69,g1,4,-1,1,2,4,0
70,g2,4,-1,1,2,4,0
71,g3,4,-1,1,2,4,0
72,g4,4,-1,1,2,4,0
73,g5,4,-1,1,2,4,0
74,g6,4,-1,1,2,4,0
75,g7,4,-1,1,2,4,0
76,g8,4,-1,1,2,4,0
77,g9,4,-1,1,2,4,0
78,g10,4,-1,1,2,4,0
79,g11,4,-1,1,2,4,0
80,g12,4,-1,1,2,4,0
81,g13,6,-1,1,2,1,0
82,g14,6,-1,1,2,1,0
83,g15,6,-1,1,2,1,0
84,g16,6,-1,1,2,1,0
85,g17,6,-1,1,2,1,0
86,g18,6,-1,1,2,1,0
87,g19,6,-1,1,2,1,0
88,g20,6,-1,1,2,1,0
89,g21,6,-1,1,2,1,0
90,g22,6,-1,1,2,1,0
91,g23,6,-1,1,2,1,0
92,g24,6,-1,1,2,1,0
93,g25,6,-1,1,2,1,0
94,g26,6,-1,1,2,1,0
95,g27,6,-1,1,2,1,0
96,g28,6,-1,1,2,1,0
97,g29,6,-1,1,2,1,0
98,g30,6,-1,1,2,1,0
99,g31,6,-1,1,2,1,0
100,g32,6,-1,1,2,1,0
101,g33,6,-1,1,2,1,0
102,g34,6,-1,1,2,1,0
103,g35,6,-1,1,2,1,0
104,g36,6,-1,1,2,1,0
105,g37,6,-1,1,2,1,0
106,g38,6,-1,1,2,1,0
107,g39,6,-1,1,2,1,0
108,g40,6,-1,1,2,1,0
109,g41,6,-1,1,2,1,0
110,g42,6,-1,1,2,1,0
111,g43,6,-1,1,2,1,0
112,g44,6,-1,1,2,1,0
113,g45,6,-1,1,2,1,0
114,g46,6,-1,1,2,1,0
115,g47,6,-1,1,2,1,0
116,g48,6,-1,1,2,1,0
117,g49,6,-1,1,2,1,0
118,g50,6,-1,1,2,1,0
119,g51,6,-1,1,2,1,0
120,g52,4,-1,3,3,2,0
121,g53,4,-1,3,3,2,0
122,g54,4,-1,3,3,2,0
123,g55,4,-1,3,3,2,0
124,g56,4,-1,3,3,2,0
125,g57,4,-1,3,3,2,0
126,g58,4,-1,3,3,2,0
127,g59,4,-1,3,3,2,0
128,g60,4,-1,3,3,2,0
129,g61,4,-1,3,3,2,0
130,g62,4,-1,3,3,2,0
131,g63,4,-1,3,2,2,0
132,g64,3,-1,3,1,2,0
133,g65,3,6,-1,1,9,0
134,g66,3,6,-1,1,9,0
135,g67,3,6,-1,1,9,0
136,g68,3,6,-1,1,9,0
137,g69,3,6,-1,1,9,0
138,g70,3,6,-1,1,9,0
139,g71,3,6,-1,1,9,0
140,g72,3,5,-1,1,8,0
141,g73,3,6,-1,1,9,0
142,g74,3,6,-1,1,9,0
143,g75,4,6,-1,3,9,0
144,g76,4,6,-1,3,9,0
145,g77,4,6,-1,3,9,0
146,g78,3,-1,2,3,3,0
147,g79,3,-1,2,3,3,0
148,g80,3,-1,2,3,3,0
149,g81,3,-1,2,3,3,0
150,g82,3,-1,2,3,3,0
151,g83,3,-1,2,3,3,0
152,g84,3,-1,2,3,3,0
153,g85,3,-1,2,3,3,0
154,g86,3,-1,2,2,3,0
155,g87,3,-1,2,3,3,0
156,g88,3,-1,2,3,3,0
157,g89,4,6,-1,3,9,0
158,g90,4,6,-1,3,9,0
159,g91,4,6,-1,3,9,0
160,g92,4,6,-1,3,9,0
161,g93,4,6,-1,3,9,0
162,g94,4,6,-1,3,9,0
163,g95,4,6,-1,3,9,0
164,g96,4,5,-1,3,8,0
165,g97,3,6,-1,1,9,0
166,g98,3,6,-1,1,9,0
167,g99,3,6,-1,1,9,0
168,g100,3,6,-1,1,9,0
169,g101,3,6,-1,1,9,0
170,g102,3,6,-1,1,9,0
171,g103,3,6,-1,1,9,0
172,g104,3,5,-1,1,8,0
173,g105,3,6,-1,1,9,0
174,g106,3,6,-1,1,9,0
175,g107,3,6,-1,1,9,0
176,g108,3,6,-1,1,9,0
177,g109,4,6,-1,2,9,0
178,g110,3,5,-1,1,8,0
179,g111,3,5,-1,1,8,0
180,g112,2,6,-1,1,9,0
181,g113,2,4,-1,2,7,0
182,g114,2,6,-1,3,9,0
183,g115,2,6,-1,4,9,0
184,g116,2,6,-1,4,9,0
185,g117,2,-1,2,3,3,0
186,g118,2,-1,2,3,3,0
187,g119,3,5,-1,1,4,0
188,g120,4,7,-1,2,4,0
189,g121,4,7,-1,3,4,0
190,g122,4,7,-1,3,4,0
191,g123,2,6,-1,4,9,0
192,g124,2,6,-1,4,9,0
193,g125,2,6,-1,4,9,0
194,g126,2,6,-1,4,9,0
195,g127,2,5,-1,4,8,0
196,g128,2,6,-1,4,9,0
197,g129,2,6,-1,4,9,0
198,g130,4,7,-1,3,4,0
199,g131,4,7,-1,3,4,0
200,g132,4,7,-1,3,4,0
201,g133,4,7,-1,3,4,0
202,g134,4,6,-1,3,4,0
203,g135,4,7,-1,3,4,0
